"id","label","parent","region_level"
"NUTS_TR10","Istanbul","Turkey","NUTS2"
"NUTS_TR21","Tekirdag, Edirne, Kirklareli","Turkey","NUTS2"
"NUTS_TR22","Balikesir, Çanakkale","Turkey","NUTS2"
"NUTS_TR31","Izmir","Turkey","NUTS2"
"NUTS_TR32","Aydin, Denizli, Mugla","Turkey","NUTS2"
"NUTS_TR33","Manisa, Afyonkarahisar, Kütahya, Usak","Turkey","NUTS2"
"NUTS_TR41","Bursa, Eskisehir, Bilecik","Turkey","NUTS2"
"NUTS_TR42","Kocaeli, Sakarya, Düzce, Bolu, Yalova","Turkey","NUTS2"
"NUTS_TR51","Ankara","Turkey","NUTS2"
"NUTS_TR52","Konya, Karaman","Turkey","NUTS2"
"NUTS_TR61","Antalya, Isparta, Burdur","Turkey","NUTS2"
"NUTS_TR62","Adana, Mersin","Turkey","NUTS2"
"NUTS_TR63","Hatay, Kahramanmaras, Osmaniye","Turkey","NUTS2"
"NUTS_TR71","Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir","Turkey","NUTS2"
"NUTS_TR72","Kayseri, Sivas, Yozgat","Turkey","NUTS2"
"NUTS_TR81","Zonguldak, Karabük, Bartin","Turkey","NUTS2"
"NUTS_TR82","Kastamonu, Çankiri, Sinop","Turkey","NUTS2"
"NUTS_TR83","Samsun, Tokat, Çorum, Amasya","Turkey","NUTS2"
"NUTS_TR90","Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane","Turkey","NUTS2"
"NUTS_TRA1","Erzurum, Erzincan, Bayburt","Turkey","NUTS2"
"NUTS_TRA2","Agri, Kars, Igdir, Ardahan","Turkey","NUTS2"
"NUTS_TRB1","Malatya, Elazig, Bingöl, Tunceli","Turkey","NUTS2"
"NUTS_TRB2","Van, Mus, Bitlis, Hakkari","Turkey","NUTS2"
"NUTS_TRC1","Gaziantep, Adiyaman, Kilis","Turkey","NUTS2"
"NUTS_TRC2","Sanliurfa, Diyarbakir","Turkey","NUTS2"
"NUTS_TRC3","Mardin, Batman, Sirnak, Siirt","Turkey","NUTS2"
"NUTS_AL01","Veri","Albania","NUTS2"
"NUTS_AL02","Qender","Albania","NUTS2"
"NUTS_AL03","Jug","Albania","NUTS2"
"NUTS_FRY30","Guyane","France","NUTS3"
"NUTS_FI200","Åland","Finland","NUTS3"
"NUTS_BG312","Montana","Bulgaria","NUTS3"
"NUTS_BG332","Dobrich","Bulgaria","NUTS3"
"NUTS_FRK12","Cantal","France","NUTS3"
"NUTS_LT027","Taurages apskritis","Lithuania","NUTS3"
"NUTS_CH065","Nidwalden","Switzerland","NUTS3"
"NUTS_FRM02","Haute-Corse","France","NUTS3"
"NUTS_CH062","Uri","Switzerland","NUTS3"
"NUTS_FRI11","Dordogne","France","NUTS3"
"NUTS_FRJ27","Tarn","France","NUTS3"
"NUTS_SK010","Bratislavský kraj","Slovakia","NUTS3"
"NUTS_CH053","Appenzell Ausserrhoden","Switzerland","NUTS3"
"NUTS_SK021","Trnavský kraj","Slovakia","NUTS3"
"NUTS_FRL02","Hautes-Alpes","France","NUTS3"
"NUTS_FI1C1","Varsinais-Suomi","Finland","NUTS3"
"NUTS_SK031","Zilinský kraj","Slovakia","NUTS3"
"NUTS_FRJ28","Tarn-et-Garonne","France","NUTS3"
"NUTS_BG344","Stara Zagora","Bulgaria","NUTS3"
"NUTS_BG334","Targovishte","Bulgaria","NUTS3"
"NUTS_SK032","Banskobystrický kraj","Slovakia","NUTS3"
"NUTS_BG321","Veliko Tarnovo","Bulgaria","NUTS3"
"NUTS_BG425","Kardzhali","Bulgaria","NUTS3"
"NUTS_CZ032","Plzenský kraj","Czechia","NUTS3"
"NUTS_SK023","Nitriansky kraj","Slovakia","NUTS3"
"NUTS_BG314","Pleven","Bulgaria","NUTS3"
"NUTS_FRK13","Haute-Loire","France","NUTS3"
"NUTS_LT028","Telsiu apskritis","Lithuania","NUTS3"
"NUTS_BG412","Sofia","Bulgaria","NUTS3"
"NUTS_BG323","Ruse","Bulgaria","NUTS3"
"NUTS_CZ053","Pardubický kraj","Czechia","NUTS3"
"NUTS_SE331","Västerbottens län","Sweden","NUTS3"
"NUTS_BG341","Burgas","Bulgaria","NUTS3"
"NUTS_FRI31","Charente","France","NUTS3"
"NUTS_BG342","Sliven","Bulgaria","NUTS3"
"NUTS_FRJ21","Ariège","France","NUTS3"
"NUTS_LT024","Marijampoles apskritis","Lithuania","NUTS3"
"NUTS_FRI34","Vienne","France","NUTS3"
"NUTS_FRL01","Alpes-de-Haute-Provence","France","NUTS3"
"NUTS_FRI21","Corrèze","France","NUTS3"
"NUTS_LT026","Siauliu apskritis","Lithuania","NUTS3"
"NUTS_FRY40","La Réunion","France","NUTS3"
"NUTS_FRI15","Pyrénées-Atlantiques","France","NUTS3"
"NUTS_FRI13","Landes","France","NUTS3"
"NUTS_LI000","Liechtenstein","Liechtenstein","NUTS3"
"NUTS_BG331","Varna","Bulgaria","NUTS3"
"NUTS_BG421","Plovdiv","Bulgaria","NUTS3"
"NUTS_FRK14","Puy-de-Dôme","France","NUTS3"
"NUTS_CZ064","Jihomoravský kraj","Czechia","NUTS3"
"NUTS_FI1D7","Lappi","Finland","NUTS3"
"NUTS_LT029","Utenos apskritis","Lithuania","NUTS3"
"NUTS_BG413","Blagoevgrad","Bulgaria","NUTS3"
"NUTS_SK041","Presovský kraj","Slovakia","NUTS3"
"NUTS_BG315","Lovech","Bulgaria","NUTS3"
"NUTS_FRI23","Haute-Vienne","France","NUTS3"
"NUTS_FRD11","Calvados","France","NUTS3"
"NUTS_LT025","Panevezio apskritis","Lithuania","NUTS3"
"NUTS_FI194","Etelä-Pohjanmaa","Finland","NUTS3"
"NUTS_BG313","Vratsa","Bulgaria","NUTS3"
"NUTS_SK022","Trenciansky kraj","Slovakia","NUTS3"
"NUTS_DK031","Fyn","Denmark","NUTS3"
"NUTS_FRJ14","Lozère","France","NUTS3"
"NUTS_FRI32","Charente-Maritime","France","NUTS3"
"NUTS_FI1C2","Kanta-Häme","Finland","NUTS3"
"NUTS_BG423","Pazardzhik","Bulgaria","NUTS3"
"NUTS_BG414","Pernik","Bulgaria","NUTS3"
"NUTS_FRH02","Finistère","France","NUTS3"
"NUTS_BG411","Sofia (stolitsa)","Bulgaria","NUTS3"
"NUTS_FRI12","Gironde","France","NUTS3"
"NUTS_FRK11","Allier","France","NUTS3"
"NUTS_FI196","Satakunta","Finland","NUTS3"
"NUTS_FRH01","Côtes-d'Armor","France","NUTS3"
"NUTS_FI193","Keski-Suomi","Finland","NUTS3"
"NUTS_DK042","Østjylland","Denmark","NUTS3"
"NUTS_FI1D2","Pohjois-Savo","Finland","NUTS3"
"NUTS_BG422","Haskovo","Bulgaria","NUTS3"
"NUTS_CZ020","Stredoceský kraj","Czechia","NUTS3"
"NUTS_CZ052","Královéhradecký kraj","Czechia","NUTS3"
"NUTS_BG415","Kyustendil","Bulgaria","NUTS3"
"NUTS_FI1D3","Pohjois-Karjala","Finland","NUTS3"
"NUTS_CZ071","Olomoucký kraj","Czechia","NUTS3"
"NUTS_SE311","Värmlands län","Sweden","NUTS3"
"NUTS_DK050","Nordjylland","Denmark","NUTS3"
"NUTS_DK011","Byen København","Denmark","NUTS3"
"NUTS_CH066","Zug","Switzerland","NUTS3"
"NUTS_FRJ23","Haute-Garonne","France","NUTS3"
"NUTS_FRC12","Nièvre","France","NUTS3"
"NUTS_FRH03","Ille-et-Vilaine","France","NUTS3"
"NUTS_FI197","Pirkanmaa","Finland","NUTS3"
"NUTS_BG424","Smolyan","Bulgaria","NUTS3"
"NUTS_SE221","Blekinge län","Sweden","NUTS3"
"NUTS_CH021","Bern","Switzerland","NUTS3"
"NUTS_SK042","Kosický kraj","Slovakia","NUTS3"
"NUTS_FI1D8","Kainuu","Finland","NUTS3"
"NUTS_FI195","Pohjanmaa","Finland","NUTS3"
"NUTS_LT021","Alytaus apskritis","Lithuania","NUTS3"
"NUTS_DK032","Sydjylland","Denmark","NUTS3"
"NUTS_BG311","Vidin","Bulgaria","NUTS3"
"NUTS_PT16J","Beiras e Serra da Estrela","Portugal","NUTS3"
"NUTS_CH040","Zürich","Switzerland","NUTS3"
"NUTS_LT022","Kauno apskritis","Lithuania","NUTS3"
"NUTS_BG322","Gabrovo","Bulgaria","NUTS3"
"NUTS_FI1C4","Kymenlaakso","Finland","NUTS3"
"NUTS_CZ072","Zlínský kraj","Czechia","NUTS3"
"NUTS_PT300","Região Autónoma da Madeira (PT)","Portugal","NUTS3"
"NUTS_PT16B","Oeste","Portugal","NUTS3"
"NUTS_CH057","Thurgau","Switzerland","NUTS3"
"NUTS_CH033","Aargau","Switzerland","NUTS3"
"NUTS_CH056","Graubünden","Switzerland","NUTS3"
"NUTS_CH061","Luzern","Switzerland","NUTS3"
"NUTS_FRD13","Orne","France","NUTS3"
"NUTS_FRB04","Indre-et-Loire","France","NUTS3"
"NUTS_CZ051","Liberecký kraj","Czechia","NUTS3"
"NUTS_FRY10","Guadeloupe","France","NUTS3"
"NUTS_DK022","Vest- og Sydsjælland","Denmark","NUTS3"
"NUTS_FRJ26","Hautes-Pyrénées","France","NUTS3"
"NUTS_FRJ24","Gers","France","NUTS3"
"NUTS_LT011","Vilniaus apskritis","Lithuania","NUTS3"
"NUTS_CH055","St. Gallen","Switzerland","NUTS3"
"NUTS_SE313","Gävleborgs län","Sweden","NUTS3"
"NUTS_FRY20","Martinique","France","NUTS3"
"NUTS_FI1D1","Etelä-Savo","Finland","NUTS3"
"NUTS_FRJ25","Lot","France","NUTS3"
"NUTS_FRJ15","Pyrénées-Orientales","France","NUTS3"
"NUTS_FRL06","Vaucluse","France","NUTS3"
"NUTS_BG333","Shumen","Bulgaria","NUTS3"
"NUTS_LT023","Klaipedos apskritis","Lithuania","NUTS3"
"NUTS_PT181","Alentejo Litoral","Portugal","NUTS3"
"NUTS_FRC14","Yonne","France","NUTS3"
"NUTS_FRJ12","Gard","France","NUTS3"
"NUTS_CZ031","Jihocecký kraj","Czechia","NUTS3"
"NUTS_CH054","Appenzell Innerrhoden","Switzerland","NUTS3"
"NUTS_FRH04","Morbihan","France","NUTS3"
"NUTS_DK013","Nordsjælland","Denmark","NUTS3"
"NUTS_FRG05","Vendée","France","NUTS3"
"NUTS_SE212","Kronobergs län","Sweden","NUTS3"
"NUTS_CZ010","Hlavní mesto Praha","Czechia","NUTS3"
"NUTS_CZ042","Ústecký kraj","Czechia","NUTS3"
"NUTS_BG324","Razgrad","Bulgaria","NUTS3"
"NUTS_PT11B","Alto Tâmega","Portugal","NUTS3"
"NUTS_FRE12","Pas-de-Calais","France","NUTS3"
"NUTS_CZ080","Moravskoslezský kraj","Czechia","NUTS3"
"NUTS_SE224","Skåne län","Sweden","NUTS3"
"NUTS_PT186","Alto Alentejo","Portugal","NUTS3"
"NUTS_BG343","Yambol","Bulgaria","NUTS3"
"NUTS_SE321","Västernorrlands län","Sweden","NUTS3"
"NUTS_DK014","Bornholm","Denmark","NUTS3"
"NUTS_FI1D9","Pohjois-Pohjanmaa","Finland","NUTS3"
"NUTS_FRG03","Mayenne","France","NUTS3"
"NUTS_SE231","Hallands län","Sweden","NUTS3"
"NUTS_FRB06","Loiret","France","NUTS3"
"NUTS_FI1C3","Päijät-Häme","Finland","NUTS3"
"NUTS_PT16F","Região de Leiria","Portugal","NUTS3"
"NUTS_PT16H","Beira Baixa","Portugal","NUTS3"
"NUTS_FRI33","Deux-Sèvres","France","NUTS3"
"NUTS_CZ041","Karlovarský kraj","Czechia","NUTS3"
"NUTS_PT16I","Médio Tejo","Portugal","NUTS3"
"NUTS_BG325","Silistra","Bulgaria","NUTS3"
"NUTS_FRI14","Lot-et-Garonne","France","NUTS3"
"NUTS_CH023","Solothurn","Switzerland","NUTS3"
"NUTS_FRD12","Manche","France","NUTS3"
"NUTS_FRG01","Loire-Atlantique","France","NUTS3"
"NUTS_FRG04","Sarthe","France","NUTS3"
"NUTS_FRF21","Ardennes","France","NUTS3"
"NUTS_BE252","Arr. Diksmuide","Belgium","NUTS3"
"NUTS_FI1C5","Etelä-Karjala","Finland","NUTS3"
"NUTS_FRK27","Savoie","France","NUTS3"
"NUTS_PT16G","Viseu Dão Lafões","Portugal","NUTS3"
"NUTS_FRJ11","Aude","France","NUTS3"
"NUTS_CH051","Glarus","Switzerland","NUTS3"
"NUTS_DK041","Vestjylland","Denmark","NUTS3"
"NUTS_PT150","Algarve","Portugal","NUTS3"
"NUTS_SE213","Kalmar län","Sweden","NUTS3"
"NUTS_FRK23","Drôme","France","NUTS3"
"NUTS_PT200","Região Autónoma dos Açores (PT)","Portugal","NUTS3"
"NUTS_PT187","Alentejo Central","Portugal","NUTS3"
"NUTS_FRD22","Seine-Maritime","France","NUTS3"
"NUTS_FI1B1","Helsinki-Uusimaa","Finland","NUTS3"
"NUTS_BE345","Arr. Virton","Belgium","NUTS3"
"NUTS_DK021","Østsjælland","Denmark","NUTS3"
"NUTS_DK012","Københavns omegn","Denmark","NUTS3"
"NUTS_BE327","Arr. Tournai","Belgium","NUTS3"
"NUTS_PT170","Área Metropolitana de Lisboa","Portugal","NUTS3"
"NUTS_FRJ13","Hérault","France","NUTS3"
"NUTS_FRJ22","Aveyron","France","NUTS3"
"NUTS_FRG02","Maine-et-Loire","France","NUTS3"
"NUTS_FRI22","Creuse","France","NUTS3"
"NUTS_PT184","Baixo Alentejo","Portugal","NUTS3"
"NUTS_CH032","Basel-Landschaft","Switzerland","NUTS3"
"NUTS_SE124","Örebro län","Sweden","NUTS3"
"NUTS_FRB01","Cher","France","NUTS3"
"NUTS_FRL03","Alpes-Maritimes","France","NUTS3"
"NUTS_FRF22","Aube","France","NUTS3"
"NUTS_SE322","Jämtlands län","Sweden","NUTS3"
"NUTS_FRL05","Var","France","NUTS3"
"NUTS_PT119","Ave","Portugal","NUTS3"
"NUTS_FRK24","Isère","France","NUTS3"
"NUTS_FRC22","Jura","France","NUTS3"
"NUTS_FRE11","Nord","France","NUTS3"
"NUTS_BE255","Arr. Oostende","Belgium","NUTS3"
"NUTS_PT185","Lezíria do Tejo","Portugal","NUTS3"
"NUTS_CH052","Schaffhausen","Switzerland","NUTS3"
"NUTS_PT11C","Tâmega e Sousa","Portugal","NUTS3"
"NUTS_PT11E","Terras de Trás-os-Montes","Portugal","NUTS3"
"NUTS_CH024","Neuchâtel","Switzerland","NUTS3"
"NUTS_FRC13","Saône-et-Loire","France","NUTS3"
"NUTS_FRB05","Loir-et-Cher","France","NUTS3"
"NUTS_SE332","Norrbottens län","Sweden","NUTS3"
"NUTS_PT111","Alto Minho","Portugal","NUTS3"
"NUTS_CH031","Basel-Stadt","Switzerland","NUTS3"
"NUTS_SE232","Västra Götalands län","Sweden","NUTS3"
"NUTS_PT16E","Região de Coimbra","Portugal","NUTS3"
"NUTS_BE351","Arr. Dinant","Belgium","NUTS3"
"NUTS_CH025","Jura","Switzerland","NUTS3"
"NUTS_CZ063","Kraj Vysocina","Czechia","NUTS3"
"NUTS_FRK21","Ain","France","NUTS3"
"NUTS_FI1D5","Keski-Pohjanmaa","Finland","NUTS3"
"NUTS_CH063","Schwyz","Switzerland","NUTS3"
"NUTS_BE235","Arr. Oudenaarde","Belgium","NUTS3"
"NUTS_PT11D","Douro","Portugal","NUTS3"
"NUTS_FRK25","Loire","France","NUTS3"
"NUTS_FRE23","Somme","France","NUTS3"
"NUTS_BE326","Arr. Thuin","Belgium","NUTS3"
"NUTS_FRL04","Bouches-du-Rhône","France","NUTS3"
"NUTS_BE234","Arr. Gent","Belgium","NUTS3"
"NUTS_BE331","Arr. Huy","Belgium","NUTS3"
"NUTS_SE211","Jönköpings län","Sweden","NUTS3"
"NUTS_BE233","Arr. Eeklo","Belgium","NUTS3"
"NUTS_BE211","Arr. Antwerpen","Belgium","NUTS3"
"NUTS_FRD21","Eure","France","NUTS3"
"NUTS_FRF31","Meurthe-et-Moselle","France","NUTS3"
"NUTS_CH022","Freiburg","Switzerland","NUTS3"
"NUTS_SE121","Uppsala län","Sweden","NUTS3"
"NUTS_BE324","Arr. Mouscron","Belgium","NUTS3"
"NUTS_CH011","Vaud","Switzerland","NUTS3"
"NUTS_PT11A","Área Metropolitana do Porto","Portugal","NUTS3"
"NUTS_BE256","Arr. Roeselare","Belgium","NUTS3"
"NUTS_BE212","Arr. Mechelen","Belgium","NUTS3"
"NUTS_FRF24","Haute-Marne","France","NUTS3"
"NUTS_FRK22","Ardèche","France","NUTS3"
"NUTS_SE123","Östergötlands län","Sweden","NUTS3"
"NUTS_BE257","Arr. Tielt","Belgium","NUTS3"
"NUTS_SE125","Västmanlands län","Sweden","NUTS3"
"NUTS_SE214","Gotlands län","Sweden","NUTS3"
"NUTS_BE341","Arr. Arlon","Belgium","NUTS3"
"NUTS_FRM01","Corse-du-Sud","France","NUTS3"
"NUTS_FRC11","Côte-d'Or","France","NUTS3"
"NUTS_FRB02","Eure-et-Loir","France","NUTS3"
"NUTS_BE253","Arr. Ieper","Belgium","NUTS3"
"NUTS_PT112","Cávado","Portugal","NUTS3"
"NUTS_SE312","Dalarnas län","Sweden","NUTS3"
"NUTS_BE310","Arr. Nivelles","Belgium","NUTS3"
"NUTS_FRF32","Meuse","France","NUTS3"
"NUTS_CH012","Valais","Switzerland","NUTS3"
"NUTS_BE241","Arr. Halle-Vilvoorde","Belgium","NUTS3"
"NUTS_FRK28","Haute-Savoie","France","NUTS3"
"NUTS_BE322","Arr. Charleroi","Belgium","NUTS3"
"NUTS_BE213","Arr. Turnhout","Belgium","NUTS3"
"NUTS_FRB03","Indre","France","NUTS3"
"NUTS_FRC23","Haute-Saône","France","NUTS3"
"NUTS_FRF23","Marne","France","NUTS3"
"NUTS_PT16D","Região de Aveiro","Portugal","NUTS3"
"NUTS_BE344","Arr. Neufchâteau","Belgium","NUTS3"
"NUTS_BE231","Arr. Aalst","Belgium","NUTS3"
"NUTS_CH064","Obwalden","Switzerland","NUTS3"
"NUTS_FRE21","Aisne","France","NUTS3"
"NUTS_BE251","Arr. Brugge","Belgium","NUTS3"
"NUTS_SE122","Södermanlands län","Sweden","NUTS3"
"NUTS_BE232","Arr. Dendermonde","Belgium","NUTS3"
"NUTS_BE254","Arr. Kortrijk","Belgium","NUTS3"
"NUTS_FRK26","Rhône","France","NUTS3"
"NUTS_BE325","Arr. Soignies","Belgium","NUTS3"
"NUTS_BE343","Arr. Marche-en-Famenne","Belgium","NUTS3"
"NUTS_BE236","Arr. Sint-Niklaas","Belgium","NUTS3"
"NUTS_CH013","Genève","Switzerland","NUTS3"
"NUTS_BE258","Arr. Veurne","Belgium","NUTS3"
"NUTS_BE321","Arr. Ath","Belgium","NUTS3"
"NUTS_FRC21","Doubs","France","NUTS3"
"NUTS_FRY50","Mayotte","France","NUTS3"
"NUTS_BE342","Arr. Bastogne","Belgium","NUTS3"
"NUTS_BE352","Arr. Namur","Belgium","NUTS3"
"NUTS_FRC24","Territoire de Belfort","France","NUTS3"
"NUTS_BE336","Bezirk Verviers - Deutschsprachige Gemeinschaft","Belgium","NUTS3"
"NUTS_BE334","Arr. Waremme","Belgium","NUTS3"
"NUTS_BE335","Arr. Verviers - communes francophones","Belgium","NUTS3"
"NUTS_BE353","Arr. Philippeville","Belgium","NUTS3"
"NUTS_BE242","Arr. Leuven","Belgium","NUTS3"
"NUTS_FRE22","Oise","France","NUTS3"
"NUTS_FRF33","Moselle","France","NUTS3"
"NUTS_BE332","Arr. Liège","Belgium","NUTS3"
"NUTS_FRF11","Bas-Rhin","France","NUTS3"
"NUTS_CH070","Ticino","Switzerland","NUTS3"
"NUTS_BE223","Arr. Tongeren","Belgium","NUTS3"
"NUTS_FRF34","Vosges","France","NUTS3"
"NUTS_BE222","Arr. Maaseik","Belgium","NUTS3"
"NUTS_SE110","Stockholms län","Sweden","NUTS3"
"NUTS_FR103","Yvelines","France","NUTS3"
"NUTS_FR102","Seine-et-Marne","France","NUTS3"
"NUTS_FR101","Paris","France","NUTS3"
"NUTS_BE100","Arr. de Bruxelles-Capitale / Arr. van Brussel-Hoofdstad","Belgium","NUTS3"
"NUTS_BE221","Arr. Hasselt","Belgium","NUTS3"
"NUTS_FR104","Essonne","France","NUTS3"
"NUTS_BE323","Arr. Mons","Belgium","NUTS3"
"NUTS_FR107","Val-de-Marne","France","NUTS3"
"NUTS_FR108","Val-d'Oise","France","NUTS3"
"NUTS_FR105","Hauts-de-Seine","France","NUTS3"
"NUTS_FRF12","Haut-Rhin","France","NUTS3"
"NUTS_FR106","Seine-Saint-Denis","France","NUTS3"
