id,label,parent
SE162321000255-O16009,Capio Citykliniken Centrum Malmö,Malmö kommun
SE162321000255-O15551,Capio Citykliniken Limhamn,Malmö kommun
SE162321000255-O17998,Capio Citykliniken Singelgatan,Malmö kommun
SE162321000255-O17997,Capio Citykliniken Västra Hamnen,Malmö kommun
SE162321000255-O23811,Lönngårdens Vårdcentral,Malmö kommun
SE162321000255-O19460,Multi-Clinic Malmö,Malmö kommun
SE162321000255-O23038,Möllevångs Vårdcentral,Malmö kommun
SE162321000255-O24197,Nydala Vårdcentral,Malmö kommun
SE162321000255-O20060,Rosengårdskliniken,Malmö kommun
SE162321000255-O23983,Tulpanen vårdcentral i Kirseberg,Malmö kommun
SE162321000255-O18586,Victoria Vård & Hälsa Limhamn,Malmö kommun
SE162321000255-O11137,Vårdcentralen Borgmästaregården,Malmö kommun
SE162321000255-O18012,Vårdcentralen Bunkeflo,Malmö kommun
SE162321000255-O11173,Vårdcentralen Eden,Malmö kommun
SE162321000255-O17990,Vårdcentralen Ellenbogen Malmö,Malmö kommun
SE162321000255-O11182,Vårdcentralen Fosietorp,Malmö kommun
SE162321000255-O11207,Vårdcentralen Fågelbacken,Malmö kommun
SE162321000255-O11123,Vårdcentralen Granen,Malmö kommun
SE162321000255-O11172,Vårdcentralen Gullviksborg,Malmö kommun
SE162321000255-O11206,Vårdcentralen Husie,Malmö kommun
SE162321000255-O11181,Vårdcentralen Kroksbäck,Malmö kommun
SE162321000255-O18014,Vårdcentralen Limhamn,Malmö kommun
SE162321000255-O14182,Vårdcentralen Lindeborg,Malmö kommun
SE162321000255-O11187,Vårdcentralen Lundbergsgatan,Malmö kommun
SE162321000255-O11144,Vårdcentralen Lunden,Malmö kommun
SE162321000255-O11151,Vårdcentralen Oxie,Malmö kommun
SE162321000255-O11128,Vårdcentralen Rosengården,Malmö kommun
SE162321000255-O11101,Vårdcentralen Sorgenfrimottagningen,Malmö kommun
SE162321000255-O11210,Vårdcentralen Södervärn,Malmö kommun
SE162321000255-O11105,Vårdcentralen Törnrosen,Malmö kommun
SE162321000255-O19911,Vårdhuset Vårdcentral Malmö City,Malmö kommun
SE162321000255-O17995,Örestadklinikens vårdcentral,Malmö kommun
SE162321000255-O15905,Helsa Vårdcentral Osby,Osby kommun
SE162321000255-O16446,Vårdcentralen Osby,Osby kommun
SE162321000255-O11164,Vårdcentralen Perstorp,Perstorps kommun
SE162321000255-O17980,Capio Novakliniken Borrby,Simrishamns kommun
SE162321000255-O15697,Capio Novakliniken Gärsnäs,Simrishamns kommun
SE162321000255-O16387,Capio Vårdcentral Simrishamn,Simrishamns kommun
SE162321000255-O17988,Capio Novakliniken Sjöbo,Sjöbo kommun
SE162321000255-O11148,Vårdcentralen Sjöbo,Sjöbo kommun
SE162321000255-O19122,Capio Novakliniken Rydsgård,Skurups kommun
SE162321000255-O11202,Vårdcentralen Skurup,Skurups kommun
SE162321000255-O17658,Hälsomedicinskt Center i Hjärup,Staffanstorps kommun
SE162321000255-O24528,Hälsomedicinskt center i Staffanstorp,Staffanstorps kommun
SE162321000255-O11097,Vårdcentralen Staffanstorp,Staffanstorps kommun
SE162321000255-O11116,Vårdcentralen Svalöv,Svalövs kommun
SE162321000255-O17311,Sveakliniken i Svedala,Svedala kommun
SE162321000255-O11178,Vårdcentralen Bokskogen,Svedala kommun
SE162321000255-O15678,Capio Novakliniken Tomelilla,Tomelilla kommun
SE162321000255-O11189,Vårdcentralen Brösarp,Tomelilla kommun
SE162321000255-O11129,Vårdcentralen Tomelilla,Tomelilla kommun
SE162321000255-O16156,Kattens Läkargrupp Trelleborg,Trelleborgs kommun
SE162321000255-O15444,Valens Läkargrupp Trelleborg,Trelleborgs kommun
SE162321000255-O11200,Vårdcentralen Anderslöv,Trelleborgs kommun
SE162321000255-O11183,Vårdcentralen Centrumkliniken,Trelleborgs kommun
SE162321000255-O11110,Vårdcentralen Fagerängen,Trelleborgs kommun
SE162321000255-O15493,Näsets läkargrupp Höllviken,Vellinge kommun
SE162321000255-O11134,Vårdcentralen Vellinge,Vellinge kommun
SE162321000255-O15713,Capio Novakliniken Marinan Ystad,Ystads kommun
SE162321000255-O17820,Capio Novakliniken Sjöstaden Ystad,Ystads kommun
SE162321000255-O11180,Vårdcentralen Ystad,Ystads kommun
SE162321000255-O17972,Capio Citykliniken Ängelholm,Ängelholms kommun
SE162321000255-O17304,Kungsgårdshälsan Ängelholm,Ängelholms kommun
SE162321000255-O15380,Läkargruppen Munka Ljungby,Ängelholms kommun
SE162321000255-O15274,Läkarhuset Roslunda Ängelholm,Ängelholms kommun
SE162321000255-O11546,Vårdcentralen Laxen,Ängelholms kommun
SE162321000255-O17302,Familjehälsan Åstorp,Åstorps kommun
SE162321000255-O11201,Vårdcentralen Åstorp,Åstorps kommun
SE162321000255-O17983,Solljungahälsan Örkelljunga,Örkelljunga kommun
SE162321000255-O11112,Vårdcentralen Örkelljunga,Örkelljunga kommun
SE162321000255-O17675,Capio Citykliniken Broby,Östra Göinge kommun
SE162321000255-O11136,Vårdcentralen Knislinge,Östra Göinge kommun
SE2321000016-14F3,Alby vårdcentral,Botkyrka kommun
SE2321000016-14MG,Fittja vårdcentral,Botkyrka kommun
SE2321000016-14KV,Hallunda vårdcentral,Botkyrka kommun
SE2321000016-11FG,Storvretens vårdcentral,Botkyrka kommun
SE2321000016-14M8,Tullinge vårdcentral,Botkyrka kommun
SE2321000016-14F5,Tumba vårdcentral,Botkyrka kommun
SE2321000016-1516,Danderyds vårdcentral,Danderyds kommun
SE2321000016-151B,Djursholms husläkarmottagning,Danderyds kommun
SE2321000016-13TL,DjursholmsDoktorn,Danderyds kommun
SE2321000016-1514,Enebybergs vårdcentral,Danderyds kommun
SE2321000016-59CZ,Kvartersakuten Mörby Centrum,Danderyds kommun
SE2321000016-2MGH,Stocksunds vårdcentral,Danderyds kommun
SE2321000016-107W,Ekerö vårdcentral,Ekerö kommun
SE2321000016-2GC8,Stenhamra hälsocentral,Ekerö kommun
SE2321000016-1003,Brandbergens vårdcentral,Haninge kommun
SE2321000016-BG3J,Familjeläkarna Tungelsta,Haninge kommun
SE2321000016-14GR,Handens vårdcentral,Haninge kommun
SE2321000016-14K4,Handens vårdcentral/ filialmottagning Dalarö/Utö,Haninge kommun
SE2321000016-167V,Hälsocentralen AKKA,Haninge kommun
SE2321000016-14G6,Jordbro vårdcentral,Haninge kommun
SE2321000016-5014,Rudans Vårdcentral,Haninge kommun
SE2321000016-14DC,Vendelsö vårdcentral,Haninge kommun
SE2321000016-14CD,Capio vårdcentral Skogås,Huddinge kommun
SE2321000016-14JJ,Flemingsbergs vårdcentral,Huddinge kommun
SE2321000016-14F7,Huddinge vårdcentral,Huddinge kommun
SE2321000016-14FJ,Segeltorps vårdcentral,Huddinge kommun
SE2321000016-5SPG,Stuvsta vårdcentral,Huddinge kommun
SE2321000016-14JM,Trångsunds vårdcentral,Huddinge kommun
SE2321000016-14L1,Vårby vårdcentral,Huddinge kommun
SE2321000016-1575,Barkarby vårdcentral,Järfälla kommun
SE2321000016-156M,Capio vårdcentral Viksjö,Järfälla kommun
SE2321000016-C0Z1,Familjeläkarna i Barkarby,Järfälla kommun
SE2321000016-C614,Husläkarmottagningen Jakobsberg,Järfälla kommun
SE2321000016-156T,Jakobsbergs vårdcentral,Järfälla kommun
SE2321000016-4CG9,Kallhälls nya vårdcentral,Järfälla kommun
SE2321000016-12XZ,Vibblaby Husläkarmottagning,Järfälla kommun
SE2321000016-13R0,Capio Citykliniken Lidingö,Lidingö kommun
SE2321000016-13R6,LidingöDoktorn,Lidingö kommun
SE2321000016-152M,Torsviks vårdcentral,Lidingö kommun
SE2321000016-13RB,Vården i Centrum Lidingö,Lidingö kommun
SE2321000016-14HL,Boo vårdcentral,Nacka kommun
SE2321000016-5BGK,Doktorteam,Nacka kommun
SE2321000016-14G0,Ektorps vårdcentral,Nacka kommun
SE2321000016-4J47,Familjeläkarna i Saltsjöbaden,Nacka kommun
SE2321000016-BFFJ,Familjeläkarna i Saltsjöbaden Centrum,Nacka kommun
SE2321000016-14HS,Fisksätra vårdcentral,Nacka kommun
SE2321000016-14C9,Forums vårdcentral,Nacka kommun
SE2321000016-167N,Helsa vårdcentral Älta,Nacka kommun
SE2321000016-D045,Kvarnholmens vårdcentral Praktikertjänst,Nacka kommun
SE2321000016-1GX2,Sickla hälsocenter,Nacka kommun
SE2321000016-7BDH,Sickla hälsocenter Danviken,Nacka kommun
SE2321000016-14Z1,Bergshamra vårdcentral,Norrtälje kommun
SE2321000016-2HB7,Blidö vårdcentral-fillial Bergshamra vårdcentral,Norrtälje kommun
SE2321000016-81C4,Citikliniken Hälsocentral,Norrtälje kommun
SE2321000016-14ZS,Hallstaviks vårdcentral,Norrtälje kommun
SE2321000016-13RL,Husläkarna Rimbo-Edsbro,Norrtälje kommun
SE2321000016-1507,Norrtälje Norra,Norrtälje kommun
SE2321000016-14ZG,Norrtälje Södra,Norrtälje kommun
SE2321000016-BGCD,Norrtälje hälso- och vårdcentral,Norrtälje kommun
SE2321000016-9FLH,Rimbo hälsocentral,Norrtälje kommun
SE2321000016-14ZX,Väddö vårdcentral,Norrtälje kommun
SE2321000016-D0Q2,Nykvarns vårdcentral,Nykvarns kommun
SE2321000016-14D0,Capio Vårdcentral Nynäshamn,Nynäshamns kommun
SE2321000016-14H8,Capio Vårdcentral Ösmo,Nynäshamns kommun
SE2321000016-79WQ,Husläkarmottagning Bryggargatan,Nynäshamns kommun
SE2321000016-14CM,Salems vårdcentral,Salems kommun
SE2321000016-B2GM,Airport Sky Vårdcentral,Sigtuna kommun
SE2321000016-D56B,Arkadens läkarmottagning i Märsta,Sigtuna kommun
SE2321000016-130P,Din Doktor Märsta,Sigtuna kommun
SE2321000016-12WR,Märsta Närvård,Sigtuna kommun
SE2321000016-12WW,Märsta läkarhus,Sigtuna kommun
SE2321000016-BQJZ,Riddarens Vårdcentral i Märsta,Sigtuna kommun
SE2321000016-12X2,Sigtuna Läkarhus,Sigtuna kommun
SE2321000016-518L,Sigtuna vårdcentral,Sigtuna kommun
SE2321000016-12X8,Valsta vårdcentral,Sigtuna kommun
SE2321000016-53NH,Attundahälsan Familjeläkare,Sollentuna kommun
SE2321000016-1302,Edsbergs vårdcentral,Sollentuna kommun
SE2321000016-1308,Fem Husläkare,Sollentuna kommun
SE2321000016-8FFT,Lundens Husläkarmottagning,Sollentuna kommun
SE2321000016-15DB,Norrvikens vårdcentral,Sollentuna kommun
SE2321000016-15CW,Rotebro vårdcentral,Sollentuna kommun
SE2321000016-15D5,Turebergs vårdcentral,Sollentuna kommun
SE2321000016-9TJG,Arenastadens Vårdcentral,Solna kommun
SE2321000016-153H,Bergshamra Ulriksdals vårdcentral,Solna kommun
SE2321000016-4JQ4,Capio vårdcentral Solna,Solna kommun
SE2321000016-155L,Hagalund Frösunda vårdcentral,Solna kommun
SE2321000016-1566,Huvudsta vårdcentral,Solna kommun
SE2321000016-153W,Råsunda vårdcentral,Solna kommun
SE2321000016-BDP0,Solna Husläkarmottagning i Frösunda,Solna kommun
SE2321000016-1545,Solna centrum vårdcentral,Solna kommun
SE2321000016-7T67,To Care Husläkarmottagning Solna Sundbyberg,Solna kommun
SE2321000016-7RC8,Vårdcentralen Solnas Hjärta,Solna kommun
SE2321000016-162M,Abrahamsbergs vårdcentral,Stockholms kommun
SE2321000016-14JB,Axelsbergs vårdcentral,Stockholms kommun
SE2321000016-10BK,Banérgatans Husläkarmottagning,Stockholms kommun
SE2321000016-70HV,Beckomberga vårdcentral,Stockholms kommun
SE2321000016-D0DP,Björkhagens Husläkarmottagning,Stockholms kommun
SE2321000016-14HZ,Bredängs vårdcentral,Stockholms kommun
SE2321000016-64VN,BrommaAkuten,Stockholms kommun
SE2321000016-161H,Brommaplans vårdcentral,Stockholms kommun
SE2321000016-10BQ,Capio Vårdcentral Blackeberg,Stockholms kommun
SE2321000016-CXQ2,Capio Vårdcentral Curera,Stockholms kommun
SE2321000016-113B,Capio Vårdcentral Farsta,Stockholms kommun
SE2321000016-D22K,Capio Vårdcentral Kista,Stockholms kommun
SE2321000016-8KG2,Capio Vårdcentral Nockebyhöjden,Stockholms kommun
SE2321000016-58KQ,Capio Vårdcentral Åkermyntan,Stockholms kommun
SE2321000016-114H,Capio vårdcentral Gubbängen,Stockholms kommun
SE2321000016-4SFJ,Capio vårdcentral Gullmarsplan,Stockholms kommun
SE2321000016-114C,Capio vårdcentral Hagsätra,Stockholms kommun
SE2321000016-113Z,Capio vårdcentral Högdalen,Stockholms kommun
SE2321000016-10B4,Capio vårdcentral Kungsholmen,Stockholms kommun
SE2321000016-114M,Capio vårdcentral Ringen,Stockholms kommun
SE2321000016-113H,Capio vårdcentral Rågsved,Stockholms kommun
SE2321000016-70HZ,Capio vårdcentral Slussen,Stockholms kommun
SE2321000016-113W,Capio vårdcentral Södermalm,Stockholms kommun
SE2321000016-4ZRQ,Capio vårdcentral Vårberg,Stockholms kommun
SE2321000016-113C,Capio vårdcentral Årsta,Stockholms kommun
SE2321000016-8N4G,Capio vårdcentral Östermalm,Stockholms kommun
SE2321000016-C27M,CityAkutens vårdcentral,Stockholms kommun
SE2321000016-113X,Dalens vårdcentral,Stockholms kommun
SE2321000016-114B,Din vårdcentral Bagarmossen,Stockholms kommun
SE2321000016-4R72,Doktor Kom Hem,Stockholms kommun
SE2321000016-CVPX,Ersta Vårdcentral,Stockholms kommun
SE2321000016-1665,Essinge vårdcentral,Stockholms kommun
SE2321000016-108J,Familjeläkargruppen Odenplan,Stockholms kommun
SE2321000016-60PR,Familjeläkarna i Husby,Stockholms kommun
SE2321000016-7T0N,Fridhemsplans vårdcentral,Stockholms kommun
SE2321000016-11HR,Fruängens vårdcentral,Stockholms kommun
SE2321000016-14JR,Gröndals vårdcentral,Stockholms kommun
SE2321000016-165T,Gärdets vårdcentral,Stockholms kommun
SE2321000016-4J63,Hammarby Sjöstads Husläkare,Stockholms kommun
SE2321000016-9S38,Helsa Vårdcentral Hornstull,Stockholms kommun
SE2321000016-160D,Husby Akalla vårdcentral,Stockholms kommun
SE2321000016-1667,Husläkarmottagningen Johannes,Stockholms kommun
SE2321000016-BPLX,Husläkarmottagningen Liljeholmstorget,Stockholms kommun
SE2321000016-5VC0,Husläkarmottagningen Sophiahemmet,Stockholms kommun
SE2321000016-109H,Husläkarmottagningen Västervården,Stockholms kommun
SE2321000016-7RGR,Hälsans vårdcentral Tensta,Stockholms kommun
SE2321000016-1612,Hässelby vårdcentral,Stockholms kommun
SE2321000016-8NK6,Hötorgets vårdcentral,Stockholms kommun
SE2321000016-D06H,Järva vårdcentral,Stockholms kommun
SE2321000016-160X,Kista vårdcentral,Stockholms kommun
SE2321000016-D25Z,Kungsholmens husläkarmottagning,Stockholms kommun
SE2321000016-5D44,Kungsholmsdoktorn,Stockholms kommun
SE2321000016-108D,Kvartersakuten Matteus,Stockholms kommun
SE2321000016-CS9L,Kvartersakuten Serafen,Stockholms kommun
SE2321000016-CRFP,Kvartersakuten Tegnérgatan,Stockholms kommun
SE2321000016-14HC,Liljeholmens vårdcentral,Stockholms kommun
SE2321000016-5VL3,Liljeholmskajens vårdcentral,Stockholms kommun
SE2321000016-109D,Lill-Jans husläkarmottagning,Stockholms kommun
SE2321000016-14F0,Lisebergs vårdcentral,Stockholms kommun
SE2321000016-114K,Mottagningen Sjöstaden,Stockholms kommun
SE2321000016-9FCC,Riddarens vårdcentral,Stockholms kommun
SE2321000016-160L,Rinkeby vårdcentral,Stockholms kommun
SE2321000016-113V,Rosenlunds vårdcentral,Stockholms kommun
SE2321000016-108R,Råcksta-Vällingby närvårdsmottagning,Stockholms kommun
SE2321000016-1664,S:t Eriks vårdcentral,Stockholms kommun
SE2321000016-CK2F,Sibyllekliniken Husläkarmottagning,Stockholms kommun
SE2321000016-4K2D,Sjöstadsdoktorn,Stockholms kommun
SE2321000016-BGHV,Skärholmenhälsan Vårdcentral,Stockholms kommun
SE2321000016-14H4,Skärholmens vårdcentral,Stockholms kommun
SE2321000016-113D,Sköndals husläkarmottagning,Stockholms kommun
SE2321000016-1625,Spånga vårdcentral,Stockholms kommun
SE2321000016-1134,Stureby vårdcentral,Stockholms kommun
SE2321000016-D07K,Stureplans vårdcentral,Stockholms kommun
SE2321000016-1666,Surbrunns vårdcentral,Stockholms kommun
SE2321000016-14FF,Sätra vårdcentral,Stockholms kommun
SE2321000016-114G,Söderdoktorn,Stockholms kommun
SE2321000016-79G5,Telefonplans vårdcentral,Stockholms kommun
SE2321000016-161P,Tensta vårdcentral,Stockholms kommun
SE2321000016-5R59,To Care Husläkarmottagning,Stockholms kommun
SE2321000016-2N68,Tranebergs vårdcentral,Stockholms kommun
SE2321000016-6PN1,Vårbergs vårdcentral,Stockholms kommun
SE2321000016-D1J1,Vårdcentralen Hökarängen,Stockholms kommun
SE2321000016-4NVH,Vårdcentralen i Skarpnäck,Stockholms kommun
SE2321000016-14L8,Älvsjö vårdcentral,Stockholms kommun
SE2321000016-1088,Äppelvikens läkarmottagning,Stockholms kommun
SE2321000016-113T,Åsö vårdcentral,Stockholms kommun
SE2321000016-154F,Hallonbergens vårdcentral,Sundbybergs kommun
SE2321000016-9S5H,Helsa Vårdcentral Sundbyberg,Sundbybergs kommun
SE2321000016-154L,Rissne vårdcentral,Sundbybergs kommun
SE2321000016-5QQS,Capio Vårdcentral Badhotellet,Södertälje kommun
SE2321000016-11G1,Capio Vårdcentral Telgeakuten,Södertälje kommun
SE2321000016-11G8,Capio vårdcentral Lina Hage,Södertälje kommun
SE2321000016-11G5,Capio vårdcentral Wasa,Södertälje kommun
SE2321000016-11G2,Fornhöjdens vårdcentrum,Södertälje kommun
SE2321000016-D0DD,Järna vårdcentral,Södertälje kommun
SE2321000016-5GZ0,Kringlans Vårdcentrum,Södertälje kommun
SE2321000016-14KK,Luna vårdcentral,Södertälje kommun
SE2321000016-C6N9,Ronna vårdcentral,Södertälje kommun
SE2321000016-4K0T,Scania Hälsocenter,Södertälje kommun
SE2321000016-14GH,Tallhöjdens vårdcentral,Södertälje kommun
SE2321000016-11G7,Tveta hälsocentral,Södertälje kommun
SE2321000016-14JV,Bollmora vårdcentral,Tyresö kommun
SE2321000016-CTLH,Riddarens Vårdcentral Tyresö,Tyresö kommun
SE2321000016-14L5,Trollbäckens vårdcentral,Tyresö kommun
SE2321000016-D0QC,Tyresö husläkarmottagning,Tyresö kommun
SE2321000016-D07W,Husläkarmottagningen Täby centrum,Täby kommun
SE2321000016-D0CJ,Näsby Parks husläkarmottagning,Täby kommun
SE2321000016-9FX5,Roslags Näsby Husläkarmottagning,Täby kommun
SE2321000016-13PH,Täby Centrum Doktorn,Täby kommun
SE2321000016-13PN,Täby Kyrkby husläkarmottagning,Täby kommun
SE2321000016-150H,Täby vårdcentral,Täby kommun
SE2321000016-D075,VallatorpsDoktorn,Täby kommun
SE2321000016-15CJ,Capio vårdcentral Väsby,Upplands Väsby kommun
SE2321000016-12Z5,Runby vårdcentral,Upplands Väsby kommun
SE2321000016-6DRF,Väsby Läkargrupp Husläkarmottagning,Upplands Väsby kommun
SE2321000016-12ZQ,Östra vårdcentralen,Upplands Väsby kommun
SE2321000016-130F,Capio Vårdcentral Bro,Upplands-Bro kommun
SE2321000016-157N,Kungsängens vårdcentral,Upplands-Bro kommun
SE2321000016-B6Z1,Helsa Vårdcentral Vallentuna,Vallentuna kommun
SE2321000016-151Z,Husläkarmottagningen Korallen,Vallentuna kommun
SE2321000016-13QM,Vallentuna Husläkargrupp,Vallentuna kommun
SE2321000016-14XK,Vaxholms vårdcentral,Vaxholms kommun
SE2321000016-14J8,Djurö vårdcentral,Värmdö kommun
SE2321000016-14FM,Gustavsbergs vårdcentral,Värmdö kommun
SE2321000016-57GV,Värmdö vårdcentral,Värmdö kommun
SE2321000016-13T1,Husläkarna i Margretelund,Österåkers kommun
SE2321000016-13T0,Husläkarna i Österåker,Österåkers kommun
SE2321000016-16MV,ÖsteråkersDoktorn,Österåkers kommun
SE2321000032-3XFA,Vårdcentralen Achima Care Eskilstuna,Eskilstuna kommun
SE2321000032-523M,Vårdcentralen Achima Care Fristaden Eskilstuna,Eskilstuna kommun
SE2321000032-3ZJ8,Vårdcentralen City Eskilstuna,Eskilstuna kommun
SE2321000032-43SQ,Vårdcentralen Fröslunda Eskilstuna,Eskilstuna kommun
SE2321000032-43SV,Vårdcentralen Skiftinge Eskilstuna,Eskilstuna kommun
SE2321000032-4ZDR,Vårdcentralen Smeden Eskilstuna,Eskilstuna kommun
SE2321000032-43ST,Vårdcentralen Torshälla,Eskilstuna kommun
SE2321000032-43SS,Vårdcentralen Tunafors Eskilstuna,Eskilstuna kommun
SE2321000032-4CVT,Vårdcentralen Centrum Flen,Flens kommun
SE2321000032-43N6,Vårdcentralen Flen,Flens kommun
SE2321000032-43P4,Vårdcentralen Malmköping,Flens kommun
SE2321000032-43PX,Vårdcentralen Gnesta,Gnesta kommun
SE2321000032-4D3C,Vårdcentralen Linden Katrineholm,Katrineholms kommun
SE2321000032-43WD,Vårdcentralen Nävertorp Katrineholm,Katrineholms kommun
SE2321000032-4HFG,Vårdcentralen Vår Vårdcentral,Katrineholms kommun
SE2321000032-42R3,Vårdcentralen Bagaregatan Nyköping,Nyköpings kommun
SE2321000032-4W0L,Vårdcentralen Din Vårdcentral Nyköping,Nyköpings kommun
SE2321000032-42R4,Vårdcentralen Ekensberg Nyköping,Nyköpings kommun
SE2321000032-5419,Vårdcentralen Nyckeln Nyköping,Nyköpings kommun
SE2321000032-4D3W,Vårdcentralen Stadsfjärden Nyköping,Nyköpings kommun
SE2321000032-42R6,Vårdcentralen Åsidan Nyköping,Nyköpings kommun
SE2321000032-43VT,Vårdcentralen Oxelösund,Oxelösunds kommun
SE2321000032-43V9,Vårdcentralen Mariefred,Strängnäs kommun
SE2321000032-4W8K,Vårdcentralen Mäster Olof Strängnäs,Strängnäs kommun
SE2321000032-42FS,Vårdcentralen Strängnäs,Strängnäs kommun
SE2321000032-4CVC,Vårdcentralen Unicare Strängnäs,Strängnäs kommun
SE2321000032-42FC,Vårdcentralen Trosa,Trosa kommun
SE2321000032-3X8A,Vårdcentralen Vingåker,Vingåkers kommun
SE162321000024-0019285,Capio Vårdcentral Enköping,Enköpings kommun
SE162321000024-0019930,Enköpings husläkarcentrum och Fjärdhundra vårdcentral,Enköpings kommun
SE162321000024-0023045,Enköpingshälsan AB,Enköpings kommun
SE162321000024-0026821,Hälsohuset i Enköping,Enköpings kommun
SE162321000024-0031858,Privatdrivna vårdcentraler,Enköpings kommun
SE162321000024-0019919,Örsundsbro vårdcentral,Enköpings kommun
SE162321000024-0019932,Heby vårdcentral,Heby kommun
SE162321000024-0019973,Östervåla vårdcentral,Heby kommun
SE162321000024-0028326,Bålstadoktorn Praktikertjänst,Håbo kommun
SE162321000024-0027292,Familjeläkarna Bålsta,Håbo kommun
SE162321000024-0019929,Knivsta vårdcentral,Knivsta kommun
SE162321000024-0021543,Praktikertjänst Knivsta Läkargrupp,Knivsta kommun
SE162321000024-0019957,Tierps vårdcentral,Tierps kommun
SE162321000024-0023165,Almunge vårdcentral,Uppsala kommun
SE162321000024-0033340,Aros hälsocenter,Uppsala kommun
SE162321000024-0019279,Capio Vårdcentral Liljeforstorg,Uppsala kommun
SE162321000024-0019280,Capio Vårdcentral Sävja,Uppsala kommun
SE162321000024-0036188,Centrumkliniken husläkarmottagning,Uppsala kommun
SE162321000024-0029164,Ekeby Hälsocenter,Uppsala kommun
SE162321000024-0019928,Eriksbergs vårdcentral,Uppsala kommun
SE162321000024-0048442,Familjeläkarna Luthagen,Uppsala kommun
SE162321000024-0019958,Flogsta och Stenhagens vårdcentral,Uppsala kommun
SE162321000024-0019925,Fålhagens vårdcentral,Uppsala kommun
SE162321000024-0019964,Gottsunda vårdcentral,Uppsala kommun
SE162321000024-0029337,Gränbystadens vårdcentral,Uppsala kommun
SE162321000024-0019969,Kungsgärdets vårdcentral,Uppsala kommun
SE162321000024-0026127,Kåbohälsan,Uppsala kommun
SE162321000024-0023364,Luthagens vårdcentral,Uppsala kommun
SE162321000024-0063403,Nyby vårdcentral,Uppsala kommun
SE162321000024-0059322,Praktikertjänst Ultuna vårdcentral,Uppsala kommun
SE162321000024-0019939,Samariterhemmets vårdcentral,Uppsala kommun
SE162321000024-0019937,Storvreta vårdcentral,Uppsala kommun
SE162321000024-0019966,Svartbäckens och Bälinge vårdcentral,Uppsala kommun
SE162321000024-0023043,Ture Ålander läkarpraktik,Uppsala kommun
SE162321000024-0063391,Uppsala barncentrum vårdcentral,Uppsala kommun
SE162321000024-0016448,Årsta vårdcentral,Uppsala kommun
SE162321000024-0019970,Skutskärs vårdcentral,Älvkarleby kommun
SE162321000024-0019948,Gimo och Alunda och Österbybruks vårdcentral,Östhammars kommun
SE162321000024-0025823,Öregrunds vårdcentral,Östhammars kommun
SE162321000024-0019926,Östhammars vårdcentral,Östhammars kommun
SE165567766992-15ZW,Unicare Vårdcentral Arvika,Arvika kommun
SE162321000156-4351,Vårdcentralen Verkstaden,Arvika kommun
SE162321000156-3RX4,Vårdcentralen Eda,Eda kommun
SE162321000156-4473,Vårdcentralen Filipstad,Filipstads kommun
SE162321000156-3PQX,Vårdcentralen Forshaga,Forshaga kommun
SE162321000156-3PRJ,Vårdcentralen Grums,Grums kommun
SE162321000156-3P4C,Vårdcentralen Hagfors-Ekshärad,Hagfors kommun
SE162321000156-44CQ,Vårdcentralen Skoghall-Lövnäs,Hammarö kommun
SE165567766992-118V,Capio Vårdcentral Vålberg,Karlstads kommun
SE162321000156-3PQZ,Vårdcentralen Gripen,Karlstads kommun
SE162321000156-3PR0,Vårdcentralen Herrhagen,Karlstads kommun
SE165560772419-11CX,Vårdcentralen Kasernhöjden,Karlstads kommun
SE162321000156-3PR2,Vårdcentralen Kronoparken,Karlstads kommun
SE162321000156-3PR3,Vårdcentralen Molkom,Karlstads kommun
SE162321000156-3P6Z,Vårdcentralen Rud,Karlstads kommun
SE162321000156-3PR6,Vårdcentralen Skåre,Karlstads kommun
SE162321000156-3P6X,Vårdcentralen Västerstrand,Karlstads kommun
SE165560772419-10DZ,Vårdcentralen Åttkanten,Karlstads kommun
SE162321000156-3PR1,Vårdcentralen Kil,Kils kommun
SE165567766992-118R,Vintergatans Vårdcentral,Kristinehamns kommun
SE162321000156-4BVW,Vårdcentralen Kristinehamn Nybble,Kristinehamns kommun
SE162321000156-3PRZ,Vårdcentralen Munkfors,Munkfors kommun
SE162321000156-4BW0,Vårdcentralen Storfors,Storfors kommun
SE162321000156-3PS0,Vårdcentralen Sunne,Sunne kommun
SE165560772419-10DX,Svea Vårdcentral,Säffle kommun
SE162321000156-4LFQ,Vårdcentralen Säffle Nysäter,Säffle kommun
SE162321000156-3PRX,Vårdcentralen Likenäs,Torsby kommun
SE162321000156-3PRS,Vårdcentralen Torsby,Torsby kommun
SE165567766992-1C7G,Unicare Vårdcentral Töcksforspraktiken,Årjängs kommun
SE162321000156-4BVZ,Vårdcentralen Årjäng,Årjängs kommun
SE2321000222-0000354,Bjurholms hälsocentral,Bjurholms kommun
SE2321000222-0000292,Dorotea sjukstuga,Dorotea kommun
SE2321000222-0255070,Medicinkonsulten AB,Lycksele kommun
SE2321000222-0000099,Stenbergska hälsocentral,Lycksele kommun
SE2321000222-0000296,Malå sjukstuga,Malå kommun
SE2321000222-0000114,Nordmalings hälsocentral,Nordmalings kommun
SE2321000222-0000297,Norsjö hälsocentral,Norsjö kommun
SE2321000222-0000366,Robertsfors hälsocentral,Robertsfors kommun
SE2321000222-0000416,Anderstorps hälsocentral,Skellefteå kommun
SE2321000222-0000289,Bolidens hälsocentral,Skellefteå kommun
SE2321000222-0000298,Bureå hälsocentral,Skellefteå kommun
